target,setsize,resp,rt,sub,correct
Present,16,1,2.253425493,9,1
Present,12,1,1.147519252,9,1
Absent,16,2,4.61814544,9,1
Present,16,1,0.782819169,9,1
Present,12,1,1.171053846,9,1
Present,8,1,1.159289361,9,1
Absent,8,2,2.900490281,9,1
Absent,16,2,4.324026074,9,1
Absent,8,2,3.829927318,9,1
Absent,12,-1,4.994181859,9,0
Absent,8,1,3.053496105,9,0
Absent,8,2,3.571105202,9,1
Present,8,1,1.429888302,9,1
Absent,12,1,1.900490291,9,0
Present,16,1,1.394606189,9,1
Absent,16,-1,4.99420086,9,0
Absent,12,-1,4.994209632,9,0
Present,16,1,2.076951171,9,1
Absent,16,-1,4.994185643,9,0
Present,12,1,1.606356745,9,1
Present,12,1,1.582841137,9,1
Present,16,1,0.900472222,9,1
Present,12,1,1.959308242,9,1
Present,8,1,0.735752436,9,1
Absent,16,2,4.17110448,9,1
Absent,12,2,4.982869136,9,1
Absent,12,-1,4.994189853,9,0
Absent,8,1,2.476949492,9,0
Present,8,1,2.029877401,9,1
Present,16,1,1.029860886,9,1
Absent,16,-1,5.005945888,9,0
Absent,8,2,3.441649264,9,1
Present,12,1,2.018123095,9,1
Absent,12,2,3.382831133,9,1
Absent,8,2,3.10047329,9,1
Present,8,1,1.658284925,9,1
Absent,16,2,4.324012631,9,1
Present,16,1,0.806337233,9,1
Present,8,1,1.182795837,9,1
Present,16,1,1.759276695,9,1
Present,8,1,2.559298714,9,1
Present,12,1,1.688752907,9,1
Absent,12,2,4.82990359,9,1
Present,12,1,1.94751246,9,1
Absent,16,2,3.982859297,9,1
Absent,12,-1,5.017715275,9,0
Present,16,1,3.488739835,9,1
Present,16,1,1.759271006,9,1
Absent,16,2,4.30047135,9,1
Present,8,1,0.688698339,9,1
Present,12,1,3.6063649,9,1
Absent,8,-1,5.017703211,9,0
Absent,8,2,3.359319209,9,1
Present,12,1,2.614749499,9,1
Absent,12,2,4.994604435,9,1
Absent,16,-1,5.0294631,9,0
Absent,8,2,3.735767523,9,1
Absent,12,2,4.629929693,9,1
Absent,16,2,3.547558222,9,1
Absent,8,2,4.947460955,9,1
Present,8,1,1.782842466,9,1
Present,8,1,2.959284003,9,1
Present,16,1,0.959338331,9,1
Present,8,1,1.829912892,9,1
Absent,8,-1,5.005942039,9,0
Absent,16,2,4.571049817,9,1
Absent,16,2,4.006372494,9,1
Present,16,1,0.712205973,9,1
Present,12,1,0.865164577,9,1
Present,12,1,4.700501078,9,1
Absent,12,-1,5.017700103,9,0
Absent,16,1,1.641694941,9,0
Absent,12,2,4.312302182,9,1
Present,8,1,0.935753203,9,1
Absent,12,1,3.041661178,9,0
Absent,12,2,4.465186931,9,1
Present,8,1,0.959264997,9,1
Absent,12,1,3.665189142,9,0
Present,16,1,0.935751012,9,1
Absent,8,2,4.512257007,9,1
Present,12,1,1.123992913,9,1
Present,12,1,0.676972167,9,1
Present,12,1,0.72400213,9,1
Absent,8,-1,5.017705501,9,0
Absent,8,2,4.676964919,9,1
Absent,16,2,4.877347523,9,1
Present,16,1,2.147539622,9,1
Present,16,1,2.535803821,9,1
Absent,12,-1,4.994161705,9,0
Absent,16,2,3.253401109,9,1
Absent,16,2,4.747573344,9,1
Present,12,1,0.994598535,9,1
Present,16,1,1.006350941,9,1
Absent,8,2,3.665263668,9,1
Present,16,1,3.676949983,9,1
Present,8,1,0.865145184,9,1
Present,8,1,0.782820241,9,1
Absent,12,2,3.947537226,9,1
Absent,12,-1,5.029494607,9,0
Present,12,1,2.147511889,9,1
Present,8,1,0.771043641,9,1
Absent,16,2,3.726199547,9,1
Present,12,1,1.08869656,9,1
Present,16,2,3.665219977,9,0
Absent,16,1,4.100522345,9,0
Absent,8,2,4.194587819,9,1
Absent,8,1,2.418131255,9,0
Present,12,1,0.8181149,9,1
Absent,8,2,4.159398397,9,1
Present,12,1,3.876990061,9,1
Present,16,1,2.594615387,9,1
Absent,8,2,4.724037958,9,1
Absent,12,-1,4.994207,9,0
Absent,12,2,4.841684615,9,1
Present,8,1,2.571079614,9,1
Present,16,1,1.794593548,9,1
Absent,16,2,3.771082637,9,1
Present,8,1,1.806367547,9,1
Present,8,1,1.147524906,9,1
Absent,12,-1,4.994162907,9,0
Present,12,1,2.241654532,9,1
Absent,8,2,4.206412657,9,1
Present,8,1,2.547551937,9,1
Absent,16,2,3.865205712,9,1
Present,16,1,1.418127371,9,1
Absent,12,2,3.559304232,9,1
Present,12,1,0.959283432,9,1
Present,16,1,1.641669975,9,1
Present,8,1,1.559307981,9,1
Present,16,1,4.135793316,9,1
Absent,8,2,4.747554418,9,1
Present,8,1,2.5828526,9,1
Absent,16,2,4.935811746,9,1
Absent,8,2,4.182855132,9,1
Absent,8,2,4.841694174,9,1
Absent,12,2,4.100500962,9,1
Present,12,1,2.31224571,9,1
Present,16,1,3.5711248,9,1
Present,12,1,1.782853362,9,1
Present,12,-1,4.994185633,9,0
Absent,16,-1,4.994210398,9,0
Present,8,1,0.735757533,9,1
Present,16,1,0.982818833,9,1
Absent,8,2,3.218174641,9,1
Absent,16,2,3.724037186,9,1
Absent,12,2,3.606375606,9,1
Absent,12,2,4.86522348,9,1
Absent,16,-1,4.994181197,9,0
Present,8,1,1.088705326,10,1
Absent,16,2,2.759330301,10,1
Absent,8,2,2.206374619,10,1
Absent,16,2,3.359330416,10,1
Absent,8,2,2.312251764,10,1
Absent,8,2,1.865196981,10,1
Absent,12,2,1.900473049,10,1
Present,12,1,1.606365798,10,1
Absent,16,1,2.959331253,10,0
Absent,12,2,2.07694472,10,1
Absent,16,2,2.100483154,10,1
Present,8,1,0.58285431,10,1
Present,12,1,0.700473109,10,1
Present,12,1,0.582850666,10,1
Absent,12,2,1.065183057,10,1
Present,12,1,0.618096716,10,1
Absent,8,2,0.912238657,10,1
Present,16,1,0.806349082,10,1
Present,8,1,1.076954895,10,1
Absent,12,2,1.82991407,10,1
Present,16,1,0.653419168,10,1
Present,16,1,0.571075309,10,1
Absent,8,2,1.171067329,10,1
Present,8,1,0.61811883,10,1
Absent,16,1,0.735782224,10,0
Present,8,1,0.524004015,10,1
Present,16,1,0.618132383,10,1
Absent,12,2,2.029907174,10,1
Present,16,1,0.81812686,10,1
Present,12,1,0.524023492,10,1
Absent,8,2,1.053424781,10,1
Present,16,1,0.629881736,10,1
Absent,12,2,1.500501839,10,1
Absent,12,2,0.7240002,10,1
Absent,12,2,0.488710764,10,1
Absent,8,2,0.476954008,10,1
Absent,8,2,0.512245088,10,1
Absent,16,2,0.712220343,10,1
Present,12,1,0.6298912,10,1
Present,8,1,0.888689337,10,1
Present,8,1,0.747532509,10,1
Absent,16,2,1.34752852,10,1
Absent,16,2,0.829886959,10,1
Present,8,1,0.559302583,10,1
Absent,12,2,1.959304267,10,1
Absent,16,2,1.1593011,10,1
Absent,8,2,0.924019117,10,1
Present,8,1,0.559319354,10,1
Absent,16,2,1.806378634,10,1
Present,16,1,0.618132293,10,1
Present,12,1,0.653434716,10,1
Present,8,1,0.641651179,10,1
Present,16,1,0.947533076,10,1
Absent,8,2,1.700481926,10,1
Present,12,1,0.594608159,10,1
Present,16,1,1.818128067,10,1
Absent,12,2,2.300478999,10,1
Present,12,1,0.700491113,10,1
Present,16,1,1.088695106,10,1
Present,12,1,1.629869762,10,1
Absent,16,2,1.112164837,10,1
Absent,8,2,1.547513483,10,1
Absent,12,2,0.735788414,10,1
Present,16,1,0.594591619,10,1
Present,16,1,0.51227251,10,1
Absent,12,2,0.959273693,10,1
Absent,8,2,0.90041991,10,1
Absent,16,2,0.676946098,10,1
Absent,8,2,0.45338318,10,1
Absent,16,2,0.735765533,10,1
Absent,8,2,0.535762826,10,1
Present,16,1,0.629855257,10,1
Present,8,1,0.794552503,10,1
Absent,16,2,0.771037622,10,1
Present,12,1,0.512222007,10,1
Present,8,1,0.606353793,10,1
Present,8,1,0.453410296,10,1
Absent,12,2,0.700446394,10,1
Present,16,1,0.618127225,10,1
Absent,12,2,0.759295947,10,1
Present,12,1,0.571036309,10,1
Present,12,1,0.488689688,10,1
Present,16,1,0.582811229,10,1
Absent,16,1,0.653407063,10,0
Present,8,1,0.453443307,10,1
Present,12,1,1.124033477,10,1
Present,8,1,0.453408111,10,1
Absent,8,2,0.982786955,10,1
Present,12,1,0.559219726,10,1
Absent,12,2,1.088683387,10,1
Present,12,1,0.841657168,10,1
Present,12,1,0.512222423,10,1
Absent,16,2,0.688691272,10,1
Present,16,1,0.72401426,10,1
Absent,8,2,0.853408336,10,1
Present,8,1,0.488731966,10,1
Absent,16,2,0.571049676,10,1
Absent,8,2,0.830003995,10,1
Present,16,1,0.500465441,10,1
Present,12,1,0.535762059,10,1
Absent,8,1,0.629872409,10,0
Absent,12,2,0.653411845,10,1
Present,12,1,0.631411349,10,1
Present,16,1,0.618095032,10,1
Present,16,1,0.747513077,10,1
Present,12,1,0.700458559,10,1
Absent,16,2,1.08870282,10,1
Present,16,1,0.771074211,10,1
Absent,16,2,1.182796143,10,1
Absent,12,2,0.759311034,10,1
Present,8,1,0.582806874,10,1
Present,8,1,0.547503393,10,1
Absent,8,2,0.559290484,10,1
Absent,12,2,1.197196469,10,1
Absent,12,2,0.571038719,10,1
Absent,8,2,0.559292283,10,1
Absent,12,2,0.618093969,10,1
Present,8,1,0.691143671,10,1
Absent,16,2,1.006352811,10,1
Present,8,1,0.582839559,10,1
Present,16,1,0.782802288,10,1
Present,12,1,0.488680746,10,1
Absent,16,2,1.100473195,10,1
Absent,8,2,0.87691409,10,1
Absent,8,2,0.62987286,10,1
Absent,12,2,0.582817836,10,1
Absent,12,2,0.453402412,10,1
Present,16,1,0.50046324,10,1
Present,8,1,0.606353683,10,1
Present,12,1,0.453401445,10,1
Present,16,1,0.594558974,10,1
Present,8,1,0.618112469,10,1
Present,8,1,0.41811086,10,1
Absent,16,2,0.688684034,10,1
Present,12,1,0.665149359,10,1
Present,8,1,0.523988101,10,1
Absent,16,1,0.65342422,10,0
Absent,8,1,0.535757734,10,0
Absent,12,2,0.571030966,10,1
Present,12,1,0.759295476,10,1
Absent,8,2,0.818090721,10,1
Present,12,1,0.638878674,10,1
Absent,16,2,1.04163102,10,1
Present,16,1,0.500438079,10,1
Absent,12,2,1.241652673,10,1
Absent,16,2,0.712233966,10,1
Absent,8,1,0.93320901,10,0
Present,16,1,0.72399379,10,1
Present,8,1,0.771078176,10,1
Absent,12,2,0.982820622,10,1
Absent,16,2,1.44170703,10,1
Present,16,1,0.606335734,10,1
Present,12,1,0.606339884,10,1
Absent,16,1,0.629798644,10,0
Absent,12,2,1.771048533,10,1
Present,16,1,1.006343573,10,1
Present,12,1,0.676968373,10,1
Absent,8,2,0.900467245,10,1
Present,12,1,0.72404285,10,1
Present,8,1,1.041695572,10,1
Absent,16,2,1.159311711,10,1
Absent,8,2,1.04161265,10,1
Absent,16,2,0.771072898,10,1
Absent,16,2,0.618100189,10,1
Absent,8,2,0.559260856,10,1
Present,12,1,0.629868289,10,1
Absent,12,2,1.241631897,10,1
Present,8,1,0.488711977,10,1
Present,16,1,0.689005433,10,1
Absent,12,2,0.71223169,10,1
Present,16,1,0.465162085,10,1
Present,16,1,0.394559831,10,1
Present,8,1,0.688682555,10,1
Absent,12,1,0.441631416,10,0
Absent,8,1,0.559309009,10,0
Present,8,1,0.641649119,10,1
Present,12,1,0.500510776,10,1
Present,8,1,0.571044088,10,1
Absent,12,2,0.665163128,10,1
Absent,8,2,0.594592636,10,1
Present,16,1,0.582818703,10,1
Absent,8,2,0.994581744,10,1
Absent,16,2,0.900502115,10,1
Present,16,1,0.90047525,10,1
Absent,16,2,1.335777522,10,1
Present,8,1,0.52399594,10,1
Absent,8,2,0.782830351,10,1
Absent,12,2,0.700480452,10,1
Present,8,1,0.571049205,10,1
Present,16,1,0.582831298,10,1
Absent,8,2,0.818121938,10,1
Absent,8,2,0.547549957,10,1
Absent,16,2,0.512241058,10,1
Present,12,1,0.747541867,10,1
Absent,8,2,0.876970944,10,1
Present,16,1,0.547523292,10,1
Present,12,1,0.441656803,10,1
Present,12,1,0.535762546,10,1
Absent,12,2,1.171084511,10,1
Absent,16,2,0.700483685,10,1
Absent,12,2,0.888717405,10,1
Present,16,2,1.088702865,10,0
Present,8,1,0.488730091,10,1
Present,8,1,0.47694889,10,1
Present,8,1,0.559304222,10,1
Absent,12,2,0.735746627,10,1
Absent,16,2,0.629888854,10,1
Present,12,1,0.523995985,10,1
Present,12,1,0.794616274,10,1
Absent,12,2,1.324016906,10,1
Absent,12,2,1.288702786,11,1
Present,12,1,0.688688652,11,1
Present,12,1,0.806475943,11,1
Present,16,1,1.006372999,11,1
Present,8,1,0.84164904,11,1
Absent,16,2,1.265195416,11,1
Present,12,1,1.006354684,11,1
Present,12,1,0.75931259,11,1
Present,8,1,1.206356031,11,1
Absent,16,2,1.312235543,11,1
Present,16,1,0.70048575,11,1
Absent,16,2,0.994587945,11,1
Present,8,1,0.665158085,11,1
Present,16,1,1.241679416,11,1
Present,16,1,0.829881102,11,1
Absent,12,1,1.67682632,11,0
Absent,12,2,1.347537435,11,1
Absent,16,1,1.053380381,11,0
Present,8,1,0.794603986,11,1
Present,16,1,0.829880436,11,1
Absent,8,2,1.076929788,11,1
Absent,12,2,1.206355029,11,1
Absent,8,2,0.912237506,11,1
Absent,8,2,0.971071634,11,1
Absent,8,2,1.02983982,11,1
Present,8,1,0.923987369,11,1
Absent,12,1,1.806401146,11,0
Absent,16,2,1.418107456,11,1
Present,12,1,1.041608053,11,1
Absent,8,2,1.053448522,11,1
Absent,12,2,1.159312286,11,1
Present,16,1,0.66521106,11,1
Present,16,1,0.653391717,11,1
Absent,8,2,1.206372792,11,1
Present,8,1,0.70046915,11,1
Absent,16,1,0.9593153,11,0
Absent,12,2,2.171095918,11,1
Present,8,1,0.68869636,11,1
Present,16,1,0.924078317,11,1
Absent,8,2,1.230048403,11,1
Present,12,1,1.112257027,11,1
Present,8,1,0.794719749,11,1
Absent,16,2,1.23134878,11,1
Present,16,1,1.041664491,11,1
Absent,8,2,0.735768355,11,1
Absent,12,2,0.971076937,11,1
Absent,12,2,1.10047495,11,1
Absent,12,2,0.759307507,11,1
Present,12,1,0.841654949,11,1
Absent,16,1,0.923993093,11,0
Absent,8,2,0.912251987,11,1
Absent,16,2,0.912258362,11,1
Present,16,1,0.853430174,11,1
Present,12,1,0.665166461,11,1
Present,12,1,1.077594309,11,1
Absent,16,2,1.018108297,11,1
Present,8,1,0.676901833,11,1
Absent,8,2,1.041626924,11,1
Present,12,1,0.60660883,11,1
Present,8,2,0.771083484,11,0
Absent,16,2,0.6181042,11,1
Present,16,1,0.559295595,11,1
Present,8,1,0.676952056,11,1
Present,16,1,1.382845101,11,1
Present,12,1,0.86516889,11,1
Present,8,1,0.618150448,11,1
Present,12,1,0.676950517,11,1
Present,12,1,0.629804261,11,1
Absent,8,2,1.171399514,11,1
Present,12,1,0.771173269,11,1
Absent,16,2,1.559318041,11,1
Present,16,1,1.147485184,11,1
Present,12,1,0.818199702,11,1
Absent,16,2,1.127653307,11,1
Present,16,1,1.1239988,11,1
Absent,12,1,1.335855012,11,0
Absent,12,2,1.759415814,11,1
Absent,16,2,0.888789356,11,1
Absent,12,2,0.900507051,11,1
Present,8,1,0.723986875,11,1
Absent,8,2,0.688695674,11,1
Absent,12,2,0.724020838,11,1
Present,8,2,0.676905838,11,0
Absent,8,2,1.218130214,11,1
Absent,16,2,1.771070574,11,1
Absent,12,2,1.886584233,11,1
Absent,8,2,1.28074049,11,1
Present,8,1,0.613333668,11,1
Absent,8,2,1.17105462,11,1
Present,16,1,1.088701064,11,1
Present,16,1,0.900512218,11,1
Absent,16,2,0.947520778,11,1
Absent,8,2,1.018092558,11,1
Present,8,1,1.11252163,11,1
Absent,16,2,1.065203538,11,1
Present,12,1,1.30046337,11,1
Absent,12,2,0.606338919,11,1
Present,12,1,0.653469071,11,1
Absent,12,2,1.006396407,11,1
Present,8,1,0.524277397,11,1
Present,16,1,0.947519294,11,1
Absent,8,2,0.912319442,11,1
Absent,16,2,1.523996877,11,1
Absent,12,1,0.971080786,11,0
Absent,16,2,1.112239635,11,1
Present,12,1,0.853382823,11,1
Present,16,1,0.806368505,11,1
Absent,8,2,2.465198153,11,1
Present,12,1,0.59455993,11,1
Absent,8,1,1.135423528,11,0
Present,12,1,0.571057437,11,1
Present,16,1,0.559311203,11,1
Absent,16,1,0.888701877,11,0
Present,8,1,0.61809413,11,1
Present,8,1,0.5945947,11,1
Present,16,1,0.735752185,11,1
Absent,8,2,0.66516397,11,1
Present,8,1,0.91222478,11,1
Absent,12,2,0.865196332,11,1
Absent,12,1,0.982818113,11,0
Absent,12,2,1.065200335,11,1
Present,8,1,0.653441083,11,1
Absent,16,2,0.759317667,11,1
Absent,12,2,0.771287087,11,1
Absent,8,2,1.10048916,11,1
Present,16,1,0.700480272,11,1
Present,12,1,0.829950292,11,1
Present,12,2,1.100466179,11,0
Present,12,1,0.759291904,11,1
Present,16,1,0.92531417,11,1
Present,16,1,1.39458715,11,1
Absent,12,2,0.794577451,11,1
Absent,8,2,1.088701354,11,1
Absent,16,2,1.724103872,11,1
Absent,8,2,1.077086532,11,1
Absent,12,2,0.935779375,11,1
Present,12,1,0.535700881,11,1
Present,16,1,0.84165512,11,1
Present,8,1,0.559263562,11,1
Absent,8,2,1.147520826,11,1
Absent,12,2,1.135742634,11,1
Absent,8,2,0.771004621,11,1
Absent,16,2,0.829897558,11,1
Present,8,1,0.65346438,11,1
Present,12,1,1.27692309,11,1
Present,8,1,0.594577092,11,1
Absent,16,2,1.241672123,11,1
Present,16,1,0.453403257,11,1
Absent,16,2,1.100469166,11,1
Present,8,1,1.076950825,11,1
Absent,8,2,0.712214993,11,1
Present,12,1,0.594570115,11,1
Present,8,1,0.476962503,11,1
Absent,8,2,0.794611991,11,1
Absent,16,2,1.465175531,11,1
Present,16,1,0.653418723,11,1
Present,12,2,0.723996423,11,0
Absent,12,2,1.076934595,11,1
Absent,16,1,1.51150948,11,0
Present,12,1,0.971072967,11,1
Present,16,1,0.971063188,11,1
Absent,12,2,2.206406912,11,1
Absent,16,1,0.712231954,11,0
Present,8,1,0.441722493,11,1
Present,12,1,0.535779298,11,1
Absent,8,2,0.900476,11,1
Present,8,1,0.653441062,11,1
Absent,8,2,1.06517593,11,1
Present,16,1,0.77114725,11,1
Present,16,1,1.288687298,11,1
Present,8,1,1.006363501,11,1
Present,16,1,1.006343973,11,1
Absent,12,2,1.26518453,11,1
Present,12,1,0.747517697,11,1
Absent,12,2,1.171047964,11,1
Present,8,1,0.488698878,11,1
Absent,8,1,0.57102594,11,0
Absent,16,2,0.87697461,11,1
Absent,12,2,0.724085205,11,1
Absent,16,2,0.829883263,11,1
Present,8,1,0.747515346,11,1
Absent,16,2,1.182902969,11,1
Absent,8,2,0.924015944,11,1
Present,16,1,0.641665306,11,1
Present,8,1,0.547522285,11,1
Absent,12,1,1.100453483,11,0
Absent,16,2,1.359328368,11,1
Absent,16,2,1.053433561,11,1
Present,12,1,0.535777975,11,1
Absent,8,2,0.771268933,11,1
Present,8,1,0.676944442,11,1
Absent,12,2,0.95929705,11,1
Absent,8,2,0.653421284,11,1
Absent,12,2,1.123953865,11,1
Present,8,1,0.500453563,11,1
Absent,16,2,1.018151402,11,1
Absent,8,2,0.759310615,11,1
Present,16,1,0.547543842,11,1
Present,12,1,0.877038957,11,1
Present,12,1,0.606309302,11,1
Absent,12,2,1.065182376,11,1
Absent,16,2,1.100437278,11,1
Present,16,1,0.70048576,11,1
Present,12,1,0.759295934,11,1
Present,12,1,0.794564966,11,1
Present,16,1,0.876931228,11,1
Present,16,1,0.665092094,11,1
Absent,12,2,1.029851012,11,1
Present,8,1,0.500475206,11,1
Absent,8,2,1.359327632,11,1